id	t1	t2	t3	t4	t5	t6	t7	t8	t9	t10
605	73,3635	15,6261	92,3665	6,805	86,399	29,4823	68,4667	34,9242	20,8105	15,6407
606	14,4268	52,7347	59,2938	98,6475	70,0663	51,6406	19,2485	6,8038	91,956	33,8539
607	89,0424	61,2447	21,564	62,363	33,7822	11,7644	90,3768	92,5846	69,9323	5,5138
608	22,5827	13,9325	19,2036	64,5608	17,3721	2,3356	59,4686	88,833	58,6505	60,412
609	5,8523	24,733	39,3352	1,9929	10,2274	59,8838	67,5605	76,2801	64,5203	41,9714
610	10,3876	89,313	98,714	68,7828	24,5657	65,5988	35,6414	25,7024	28,0497	20,7625
611	72,6677	6,8829	59,4599	62,3674	86,2535	72,453	14,8927	11,4942	70,9089	51,1544
612	73,1301	13,7826	83,8638	45,3727	51,2001	81,0176	35,0981	36,6748	14,3441	43,5756
613	65,759	51,3337	84,5953	83,3701	39,0795	13,6629	18,5785	71,7802	54,6965	8,6855
614	16,0807	71,5081	68,2424	98,2082	0,3189	26,4308	6,3528	84,4062	64,1169	5,4212

616	5,2278	22,4345	53,2553	33,1748	69,1881	76,4234	85,8391	70,0617	43,8678	89,4977
617	6,5649	11,0223	71,9967	51,6083	88,0147	23,09	69,8679	47,7003	4,0395	63,1359
618	96,6643	0,5205	38,8832	14,2615	17,3248	50,9749	60,3602	1,1593	30,9371	23,6003
619	47,331	31,6442	7,7379	30,1936	38,2409	20,3225	19,3078	83,352	82,6124	41,4977
620	24,6914	54,6202	71,5988	5,5317	94,8423	53,2244	80,4178	55,1854	93,0921	5,2591
621	12,9052	86,7285	49,3437	21,0694	25,3387	93,2929	32,2276	61,0708	19,683	95,6744
622	56,8937	46,0935	3,4976	22,0602	15,4318	6,7894	27,2757	36,7335	31,9204	9,5329
623	73,2039	17,1251	10,335	6,4725	55,7021	33,1374	74,8387	55,7548	51,358	37,9644
624	26,3287	77,118	33,8292	36,92	93,0048	37,8581	56,5892	2,0224	30,5259	14,3381
625	29,5176	12,7567	31,2258	92,6416	19,4725	14,2563	31,1022	67,2081	72,4253	0,8821
626	98,8797	36,0755	65,2037	4,62	61,2412	56,2745	51,7096	3,3711	87,8204	76,4776
627	85,8311	65,1442	58,1175	63,3163	38,9346	7,8002	39,2852	39,9027	89,4004	77,9541
628	12,3571	62,8898	98,7517	15,6303	17,1424	2,29	10,4655	2,4658	29,0809	67,4784
629	77,1337	73,3259	97,9515	56,5216	32,846	33,3058	73,9682	83,5926	71,7109	29,0167

631	16,2605	66,4538	33,5794	41,8519	15,5979	27,5598	94,272	55,5246	92,173	41,8149
632	79,5584	88,6625	25,9765	14,2491	84,4853	13,6023	52,9946	39,1962	14,0347	27,6556
633	96,8333	50,2309	44,1461	73,4689	61,8313	36,3532	77,0034	52,6267	36,7075	92,6684
634	62,3036	20,9357	73,8443	4,4463	85,7746	57,5009	23,2007	49,6542	62,6075	94,7131
635	29,7955	16,0667	87,7333	14,6607	70,7029	67,6136	90,9048	80,3254	16,6374	2,2017
636	79,7341	97,9724	44,9673	52,6309	82,3674	1,8098	12,9401	47,3274	34,4673	34,2919
637	76,961	52,0229	17,5772	31,0259	6,4662	57,2898	0,2001	81,9909	51,2399	62,8055
638	74,3975	57,5397	10,7146	92,4097	15,8374	70,8887	92,8371	58,7741	26,0985	64,16
639	10,0671	10,5061	92,1976	72,4555	84,2	33,183	28,0104	34,8513	23,1903	46,2282
640	31,0927	61,1355	20,7827	80,2503	81,8445	47,7961	97,6288	61,9925	86,5874	59,251
641	82,9969	93,3788	97,21	83,6391	76,5788	46,5111	49,4189	59,2957	69,5747	57,5217
642	47,1212	64,2298	5,3156	87,6219	32,3931	51,2741	73,3323	79,7189	32,0713	25,0522
643	98,1692	71,2431	80,4952	1,8713	87,7245	96,3911	95,3259	28,3218	52,6995	58,2896
644	25,6973	75,0744	41,074	88,2083	15,8671	10,5625	33,7818	90,9141	94,7354	19,9609

646	28,9719	8,3439	49,8413	46,8987	81,972	67,5624	12,795	24,3882	59,289	52,1742
647	96,5853	18,6321	25,8677	88,4407	60,2785	8,0311	3,2846	74,1369	35,0829	93,2759
648	64,1716	83,0343	41,986	58,7871	75,9881	52,5008	97,3419	89,1489	82,0743	53,3096
649	7,8944	80,1067	60,5454	47,3658	69,2955	44,4593	86,8484	87,3979	47,3205	9,0744
650	39,1856	79,0245	49,3484	94,7171	14,6191	14,184	30,6072	11,9017	96,0735	37,4418
651	6,1527	92,3193	0,5164	2,6087	31,2024	56,4859	48,5261	12,183	14,4944	81,1717
652	11,104	99,7561	50,8802	76,5759	38,534	76,3204	75,7825	42,0975	57,1666	35,4882
653	0,9985	75,1171	33,8573	42,7118	12,0552	21,233	6,935	89,1915	11,4581	18,6511
654	21,3589	98,3454	51,4609	66,3433	34,5288	86,8738	39,4101	21,4342	16,4412	97,3485
655	78,6312	29,5901	42,3155	72,8998	84,0933	87,9535	40,3045	50,5484	54,4849	51,8394
656	72,7188	50,4454	52,8323	74,5089	31,9227	96,3046	26,7556	86,8941	28,9971	22,5459
657	6,0633	72,8659	11,3314	7,0479	79,7922	26,412	59,9598	46,021	18,3392	69,96
658	31,864	46,859	72,7261	43,8079	83,4481	25,207	44,9125	84,9741	24,7354	21,4354
659	32,1804	2,6062	26,3337	78,9568	1,8798	31,9216	91,1064	38,5522	28,0781	91,4777

661	54,3976	19,0273	32,1841	17,8224	94,1358	33,7599	60,5308	84,5601	73,3759	27,9941
662	16,037	12,6594	21,7197	50,8352	94,5736	11,8506	64,0347	50,7734	26,9519	53,244
663	38,5622	4,9787	31,0584	34,0606	74,551	49,8863	61,6647	83,4686	36,6858	51,6418
664	59,1288	80,8943	61,5281	2,6174	51,497	20,9721	96,7582	34,0471	60,6437	99,649
665	33,6891	65,7437	22,2548	66,1906	26,687	65,723	6,7396	42,5775	9,7275	75,7569
666	38,3284	22,9205	70,2642	46,6701	44,6859	20,0687	51,1397	31,8566	60,8516	4,3155
667	43,7621	31,7556	74,4447	42,5131	37,6852	16,7098	78,0901	99,0544	0,5246	11,4599
668	45,0761	79,2057	33,7211	59,385	59,6618	86,2468	92,8095	29,2219	75,3062	79,2122
669	98,6016	21,9019	1,9934	4,568	97,8111	23,5936	60,5936	97,2911	44,3464	79,8093
670	27,8542	53,6622	20,9759	28,5408	14,5854	12,5701	5,306	59,8973	93,071	22,9195
671	19,8576	8,444	27,6915	16,1156	10,53	47,3386	24,68	5,8565	19,2847	74,628
672	27,2879	99,1335	17,4143	30,8695	41,1144	39,9527	48,8441	49,2089	71,7527	23,3445
673	85,3225	59,1333	59,6583	3,3721	4,6277	87,4587	26,9619	72,407	66,1302	57,7672
674	56,9467	25,2856	54,1375	69,5905	31,346	36,9641	69,7016	87,058	91,8568	1,854

676	77,8815	93,5382	30,9356	43,7514	49,0427	41,9831	53,7042	29,2823	2,1934	60,0334
677	92,269	81,5745	46,8269	90,8214	63,9956	96,2805	77,3469	15,8484	17,8456	37,0852
678	99,1855	57,1733	92,147	0,1077	83,3179	96,129	19,8082	42,8448	64,3297	25,074
679	1,7168	48,0482	34,6101	20,039	63,5411	13,9939	75,8658	62,3198	28,701	97,8902
680	82,4264	50,178	14,0381	83,5679	69,1354	46,7083	24,6382	80,2562	41,1011	42,8661
681	41,0949	79,0222	87,8779	54,6894	37,4842	14,1572	59,4814	24,2943	47,3783	89,246
682	35,4647	94,7058	40,2008	46,9215	19,6293	34,7167	86,2751	36,4049	98,084	18,9431
683	95,1994	86,4457	61,5092	39,367	7,367	28,3617	81,0142	37,7643	62,4217	28,9507
684	96,0285	61,6613	90,9005	1,6637	39,7211	30,44	83,0831	95,3032	45,4962	22,4439
685	38,0515	93,256	1,7094	0,3003	16,2897	40,9368	43,1596	74,7361	81,2188	17,306
686	82,5112	66,4108	58,1712	93,073	82,7477	90,0142	72,1152	25,1064	86,0032	29,0375
687	18,8478	24,8037	13,3001	94,646	42,1251	74,3271	98,1934	47,8943	52,5491	32,7264
688	31,554	65,7847	42,4938	46,2094	19,186	11,6879	23,7193	80,6327	87,8473	24,2702
689	4,7988	61,9403	68,9766	73,6129	97,6575	95,9792	60,2297	87,1317	26,284	29,2089

691	74,9492	84,1158	78,0593	12,9097	74,7151	84,5343	42,4046	63,2468	27,9509	47,2356
692	81,292	51,135	49,1806	64,5823	68,0303	96,364	86,0689	23,5472	95,2245	84,3682
693	31,4486	7,1747	74,1075	80,3683	29,9166	31,6933	61,2783	52,3237	84,514	31,7499
694	59,22	22,3199	18,5666	67,3609	77,3329	62,9105	23,3035	70,2709	45,0591	39,2883
695	60,1017	31,4028	43,2998	75,9737	88,1323	89,8405	78,5219	7,567	57,4817	65,5425
696	86,7633	35,0204	3,2154	53,3403	66,4632	64,6839	49,6182	95,579	44,4398	98,6515
697	2,0248	62,8976	28,3193	64,9297	65,5247	31,8625	28,5739	77,8738	0,5966	60,0841
698	52,9485	54,1916	66,0282	9,8711	97,7967	56,5225	52,3582	29,7458	95,4497	78,0358
699	98,2347	35,9944	53,5426	93,5228	75,473	10,517	27,0565	94,219	77,6357	77,9491
700	23,8961	14,6491	5,7366	98,3206	84,1279	78,8185	51,7838	8,1743	59,7574	82,7694
701	68,2957	65,4192	38,6775	78,9437	33,8337	7,2403	39,7915	69,5147	91,3558	47,5437
702	29,0619	76,9812	77,3454	61,2258	88,606	24,541	25,1584	10,3908	45,4609	52,406
703	54,5907	35,171	87,3699	27,2886	82,433	67,9805	46,8767	79,1891	50,6194	28,7785
704	69,6523	72,2015	52,7341	72,7219	44,6574	16,327	27,3426	81,8036	28,9623	87,2909

706	19,0346	7,6398	40,4975	83,5687	2,5142	48,0942	0,4488	96,2775	66,887	77,3589
707	70,6011	20,8325	5,9151	77,7586	83,2432	52,4252	13,3465	46,1643	80,5591	72,113
708	79,39	16,1907	0,9047	90,9798	86,7254	68,2602	79,517	40,6329	37,6598	4,4953
709	53,0877	38,832	80,1895	69,4416	32,2638	84,0424	30,0526	65,9894	66,3856	94,1011
710	14,321	24,6467	8,2691	14,4168	4,3302	62,3676	99,6377	26,8744	74,221	67,0353
711	11,507	48,5527	45,048	19,7865	27,7406	42,0654	77,3989	93,9281	0,816	81,0312
712	86,3255	56,2998	17,3239	77,0003	82,9438	74,2865	26,9636	5,7344	12,1847	91,8348
713	6,1061	71,0893	82,8964	61,5325	43,8998	23,8679	41,6292	30,6311	55,7412	84,3415
714	28,1493	90,8583	59,3092	58,3115	26,3916	34,3643	19,3624	61,0131	14,317	78,4435
715	12,6085	60,6568	73,0794	4,4699	69,6632	2,5896	3,5019	6,3072	85,4372	66,8826
716	67,9647	1,1081	76,3977	53,1343	47,943	16,7777	57,2267	43,5342	89,4597	65,2665
717	31,0842	21,815	56,3858	21,4622	53,0851	43,495	48,4992	52,6037	93,1578	97,2754
718	77,8418	16,2459	17,1669	26,0853	29,882	37,2374	93,3564	79,4075	59,1232	63,9953
719	25,2809	54,7411	0,1169	39,5962	85,25	80,7358	85,6698	68,6811	59,979	56,0253

721	33,1473	34,6057	22,0265	89,6876	91,7246	24,1155	27,8476	16,404	1,5573	25,8932
722	31,2069	37,4289	76,0985	6,493	17,9416	90,2159	35,9732	41,1861	80,0934	49,1345
723	51,7016	39,8502	81,2884	90,6089	69,8015	40,5135	64,3917	45,5594	37,251	26,1167
724	7,5176	82,0416	3,6201	24,6969	23,1126	3,4422	24,2608	35,8179	88,07	61,9294
725	2,8622	72,9662	53,2289	46,6524	35,1106	41,2947	34,2212	77,6547	54,0318	57,1562
726	7,3333	89,6315	81,2797	51,3238	60,4676	93,6924	3,016	28,9443	27,9272	22,0706
727	91,945	21,06	68,0935	42,0066	11,2081	26,5438	59,7713	66,4582	59,8832	56,2401
728	8,1701	17,3298	25,5393	62,4869	40,6448	7,7757	91,0478	71,0988	19,0039	2,3786
729	32,4887	87,1505	83,5018	76,7631	2,6012	43,6736	19,7862	70,8908	89,4371	62,4538
730	62,9686	47,3996	59,421	35,7605	58,8431	98,6915	4,7414	79,5772	97,1922	25,4611
731	11,9957	93,0815	74,4639	45,3447	37,3505	64,6191	75,0875	83,9348	74,4834	87,768
732	50,6153	30,8944	32,0151	9,8852	20,9215	51,2516	37,5249	53,4089	56,8647	79,0427
733	56,6433	48,1381	49,8849	48,2489	98,6364	93,7127	88,0502	97,0449	79,3209	59,2012
734	49,9761	45,5538	77,237	60,8299	90,9288	75,0775	43,7248	7,3374	86,9738	71,4634

736	28,6137	74,8296	56,6823	65,2322	75,0235	56,8379	42,9276	86,7025	21,7633	40,1055
737	40,9366	6,7783	87,2739	4,4753	18,7623	41,5593	46,2453	40,487	97,1171	34,3206
738	26,8568	54,9641	1,9474	29,5236	21,7895	72,335	34,0653	42,1297	54,711	38,7772
739	44,8232	54,6734	66,3466	76,6502	78,5016	41,1641	57,5997	95,3619	43,0036	1,1995
740	7,0516	80,2763	36,5402	15,2737	91,2426	97,0967	68,7707	17,1825	70,0086	19,9205
741	9,9967	51,0686	63,0853	86,8409	23,9707	13,3059	97,9541	1,5654	62,7479	4,312
742	17,8186	64,5309	44,7084	71,3612	39,6778	96,0433	89,0308	72,272	47,1067	91,6283
743	31,3799	23,3972	26,7724	40,1376	5,6578	29,5086	67,2656	45,5827	51,3584	1,3707
744	42,5477	13,109	8,8866	97,4658	64,8479	52,9649	43,056	64,0458	68,1446	32,9359
745	92,6941	11,7848	55,7755	71,0626	72,5544	73,3036	93,5356	88,1741	73,1776	70,4993
746	5,0311	59,5801	79,2968	54,6815	15,0276	96,2304	30,6403	40,5439	73,4822	95,9322
747	15,4824	35,3657	83,2689	76,2877	31,2555	37,2768	32,9481	40,0475	93,1827	58,8384
748	54,5628	7,8934	36,36	76,5399	94,2349	79,3947	80,3398	65,6197	29,675	44,7296
749	25,1397	60,7581	12,4825	82,7327	56,4924	19,8252	48,9898	28,9751	93,6653	67,494

751	91,825	63,5963	92,2538	45,5412	39,8912	39,4454	36,8201	22,8643	66,0689	45,1694
752	92,6822	38,8287	96,0395	47,9832	19,1043	8,2336	10,0869	51,8576	56,7158	72,7211
753	27,2921	1,4022	99,8475	97,776	75,7404	70,1914	18,6756	15,0022	87,2449	14,4658
754	23,8345	10,8303	16,6482	96,261	42,2479	19,6462	27,2456	51,866	56,2175	66,1979
755	37,2809	5,3919	22,4212	22,4602	46,0251	77,5619	52,2119	78,2379	2,7712	36,3418
756	28,9254	71,106	23,2482	62,2107	9,2163	90,6943	19,7566	46,5147	70,7715	71,328
757	99,5869	63,8541	79,7768	92,7154	31,854	33,5354	50,5129	21,6633	77,7194	4,5342
758	38,8673	39,256	22,5227	93,2488	59,9215	18,591	32,2867	18,7777	24,136	63,2404
759	69,3086	1,3516	71,4678	87,5453	8,2275	36,1859	4,5899	33,8299	34,0248	91,5355
760	64,6062	15,7833	33,9946	47,5127	95,5748	93,2304	75,7616	68,7457	27,449	48,4109
761	61,3401	20,1655	16,6943	86,4802	54,119	92,4773	17,9821	63,7784	83,8495	81,6243
762	75,5369	52,2318	32,4305	53,5425	23,0252	42,5337	3,5111	83,3843	3,2116	12,3938
763	3,8551	12,1093	54,7134	53,6234	0,2961	51,2994	89,1318	13,373	94,2232	88,3689
764	58,6681	32,4833	10,945	6,155	37,0152	50,6284	92,4861	71,0202	47,0872	0,0697

766	62,749	9,151	4,4546	93,1439	64,3492	5,6899	28,7801	80,8189	82,4856	27,7091
767	76,4814	70,6399	4,573	49,5116	86,2924	9,4625	3,664	26,2378	84,8765	99,9484
768	74,7461	24,9176	37,2	82,5949	58,9056	9,0343	94,8502	72,8099	48,8412	60,1291
769	54,5571	56,482	67,8847	18,9596	40,3672	66,9239	42,7413	9,3854	60,5875	94,0154
770	94,7491	13,7914	25,2651	75,5945	22,2944	99,9381	43,9626	56,2426	97,0409	29,9523
771	64,076	18,075	7,8598	11,4053	84,0887	16,6241	84,6694	32,1956	81,3124	20,6164
772	6,8728	66,3775	59,0631	59,8262	99,4634	13,9709	90,2242	57,7306	70,2679	24,1342
773	5,3767	54,5499	46,817	6,9056	90,5192	83,0888	10,7261	48,4417	5,9127	66,0089
774	93,5665	92,8868	16,0538	1,8424	41,9038	95,2407	69,6805	51,3701	27,2118	24,7308
775	82,8598	89,2387	58,3514	76,8019	8,6312	13,8728	21,3869	91,1316	0,3898	67,6745
776	68,1656	32,2702	9,3608	3,9764	80,046	85,6104	58,6001	28,7792	51,73	49,0727
777	56,739	84,5539	39,6561	64,6437	63,0402	53,2149	14,16	46,8282	45,6351	2,3078
778	37,7777	46,48	59,094	1,0292	81,5402	40,0484	5,8541	21,3925	41,9559	45,2927
779	4,6841	11,7998	77,8618	52,3912	62,5276	78,221	72,7165	71,0118	90,0136	76,2505

781	33,0102	95,4601	41,8408	87,1289	86,8622	93,1583	47,2954	36,6995	29,0674	43,0685
782	33,6956	42,1728	87,9108	51,098	96,566	55,3198	11,6545	36,5694	72,531	22,7843
783	82,9293	28,8813	64,7141	37,8815	80,0023	98,5513	3,4281	24,0934	76,9126	73,7539
784	81,8371	23,7455	44,7347	45,8695	54,8035	19,464	14,9647	84,3335	7,126	35,0935
785	80,1148	12,322	54,2272	39,8381	55,964	34,6283	85,6882	26,8221	95,6997	75,11
786	99,1283	45,885	68,9788	51,4407	18,5336	91,662	49,3012	82,1353	84,5106	24,5426
787	90,5542	84,3002	49,2705	64,5714	81,6644	24,7431	50,6464	96,0309	85,5913	90,7851
788	83,1389	13,216	94,9826	72,9013	27,9488	96,1174	4,3579	60,0027	52,6672	85,297
789	97,9954	50,1625	58,0045	82,8011	35,7885	24,7642	79,9469	26,3754	7,3955	9,034
790	64,8757	68,4604	0,9148	88,6122	45,6536	5,8287	50,3023	50,7059	44,291	32,7994
791	61,9145	24,0848	39,8825	12,3322	34,4097	40,442	56,7887	81,2206	43,9855	13,9542
792	15,8505	76,2429	37,7876	88,8066	22,8861	59,1098	46,2173	13,2482	52,216	53,0068
--
794	14,0371	82,652	52,3742	35,7514	14,2836	45,7458	5,3528	76,997	0,8226	89,4403

796	4,4987	66,0727	97,3723	48,31	60,9418	7,5343	83,8604	21,1629	18,0731	69,1538
797	49,6577	44,972	35,0088	12,1151	45,9086	20,7109	68,1203	6,6939	6,4858	69,1308
798	31,9546	52,1888	1,0143	86,7868	11,4891	48,0184	54,7506	41,2749	21,4298	64,8604
799	97,1837	58,652	50,3399	76,3098	88,3009	4,161	6,3497	48,55	54,9983	99,6487
800	18,0699	50,8264	71,11	27,2767	19,6298	7,0544	82,3165	19,6427	53,6539	24,7167
801	34,1789	76,2492	48,8349	74,6106	53,6705	63,2545	55,2873	53,2094	21,5496	72,7317
802	45,3368	79,1003	42,1471	52,3207	87,343	35,7484	85,7039	60,1447	17,5211	10,5737
803	54,8267	33,6812	1,243	82,715	90,8655	92,0071	45,0762	31,6923	21,9741	31,8382
804	78,0144	38,1905	29,7972	11,2603	67,0877	24,3175	12,4314	92,6602	30,6201	46,9524
805	94,7212	95,017	16,9236	5,2451	85,8088	45,79	93,3679	36,3283	80,6054	95,3482
806	41,2743	1,3419	60,1663	59,7551	99,6294	91,8525	82,8622	40,7977	69,6938	10,3075
807	85,5167	14,467	51,5563	75,4308	19,313	98,2928	15,6169	41,0431	68,5027	83,4018
808	34,8778	77,317	91,797	53,9467	47,1004	3,5874	80,7363	70,2742	45,2033	28,3628
--

811	45,296	61,017	77,691	62,8595	88,9201	73,3089	77,6738	43,414	52,1787	32,4335
812	44,0487	14,5314	68,6981	15,4732	34,4661	55,6588	62,5907	68,7977	4,4586	31,433
813	14,6138	55,5221	21,5344	72,4472	63,708	42,2326	89,1115	6,8169	42,102	40,5001
814	97,3429	33,9562	19,4493	48,4618	37,6438	35,1362	43,3085	53,2614	60,2207	84,0475
815	98,6848	74,6376	40,9281	74,624	14,4805	67,4149	62,6202	0,3993	9,9751	11,4291
816	9,271	48,5483	86,1336	26,5643	90,3084	66,1339	28,6935	0,0176	49,1278	46,5489
817	93,0035	5,4691	97,8214	61,4277	18,0215	90,4987	46,9955	1,9337	84,8936	83,4865
818	60,7178	31,9162	99,1397	74,0893	19,3331	87,8445	64,787	49,0608	13,6634	36,8297
819	31,4445	83,7086	76,1392	16,8631	71,0557	62,3883	37,4733	95,6979	78,1635	54,8364
820	28,6014	13,6815	46,5702	44,7561	71,1034	66,8866	92,4652	21,4349	29,0474	89,1941
821	80,0483	37,179	26,9	56,6506	58,7079	33,0994	0,5324	89,0799	22,9644	27,2435
822	67,9368	49,6226	27,8125	31,4636	25,703	50,3675	74,8273	38,0802	81,4009	93,7157
823	61,7153	90,6454	27,0848	95,2649	79,0526	82,5736	93,5467	58,9324	37,6026	17,5847
824	72,1847	43,1664	53,0436	4,1791	92,1754	11,8446	18,3307	77,1048	79,5926	71,2886

826	56,564	62,9404	42,3796	18,1013	19,4742	79,8119	24,8321	53,6647	68,6426	67,2794
827	81,5832	63,9075	10,0129	52,662	80,2713	80,0937	48,2228	22,1674	75,4218	5,3938
828	28,869	47,1477	79,4716	85,1997	11,1767	67,9919	46,2681	96,3514	84,9713	73,6685
829	72,3154	12,2389	7,0878	87,3808	57,1995	40,1122	51,6003	96,4441	4,1417	25,8614
830	57,2525	19,2587	53,9548	9,8501	1,016	91,1092	69,9697	15,1295	78,9853	87,317
831	57,6147	56,3429	61,0627	1,2872	61,7419	98,6583	34,4862	39,033	28,038	91,5187
832	15,1571	67,0773	83,9041	35,8759	85,9127	25,6825	45,9326	61,7852	11,5222	39,8034
833	53,8488	81,3382	61,1663	56,2495	33,7234	83,8125	11,6159	10,3875	19,4389	69,1993
834	95,2288	87,8423	5,2486	86,6127	14,0603	38,02	93,5822	60,0124	75,4948	23,7225
835	87,8141	47,9266	70,8791	39,7895	58,6107	93,6749	35,6017	56,5621	19,3053	36,5342
836	54,1707	46,3714	28,1461	95,8402	69,6537	27,5956	98,6198	48,5882	35,6393	41,8731
837	27,7788	59,3659	34,9864	56,6306	50,3418	21,5676	12,4085	99,8659	69,0681	86,2075
838	89,7641	53,4366	56,8752	5,1267	15,8354	71,2967	13,7554	85,3239	89,2477	24,4428
839	19,081	65,4446	16,1639	89,8643	64,8237	88,2596	44,6855	52,4139	65,2202	97,5804

841	13,6289	35,6906	56,1864	59,276	86,0567	14,8335	41,6546	65,3653	81,6499	55,8237
842	14,8246	23,6183	50,8526	20,5777	25,055	31,1431	4,1764	22,6627	69,6993	92,9158
843	96,5806	13,4267	1,2395	95,4456	41,2351	33,2578	74,3783	73,1803	19,9341	3,6274
844	20,0521	46,6016	45,2106	52,8803	23,0226	53,6793	44,6441	76,9627	24,9993	4,2737
845	90,8671	98,2831	43,8582	60,628	54,1794	7,7959	87,4319	1,7301	14,7004	90,271
846	35,6933	95,3626	38,7624	42,358	14,3306	98,3602	38,8339	23,6069	83,1364	41,9416
847	29,3277	94,8957	40,3294	37,2268	71,5809	36,8145	24,5873	72,6547	80,3057	5,6983
848	63,6681	72,9102	73,9203	88,8214	5,8529	5,621	66,0572	1,739	34,2483	60,8645
849	69,7503	7,3308	37,0659	45,5397	86,9679	0,8853	20,9703	72,9998	91,4521	46,1266
850	33,987	0,2002	71,4336	41,1504	38,8691	79,4406	40,7054	47,2904	1,6822	44,5303
851	48,7201	61,553	0,6477	48,6633	24,9488	32,0605	30,9908	28,838	74,3104	78,7728
852	92,4552	65,2591	63,4368	27,8956	41,1215	58,8603	88,1956	60,3592	85,6857	18,3119
853	72,8764	49,4108	43,1149	94,0075	27,7007	57,3559	59,5872	32,9001	22,9276	35,0869
854	55,8908	50,8222	91,955	55,086	44,7255	51,2275	70,9725	6,0782	3,3567	81,1302

856	94,0083	79,505	66,5654	54,6552	97,7255	64,4275	90,1045	73,333	80,5763	4,8884
857	46,5775	86,2505	28,3183	36,6647	95,248	91,8696	97,6283	84,7418	82,9994	8,547
858	50,9242	63,7406	95,9891	45,297	8,9512	94,2613	9,9806	58,5018	88,105	22,3658
859	55,8815	6,1543	33,3843	56,0513	94,7011	35,3054	91,5388	19,2155	14,1497	47,9514
860	80,9662	29,8846	99,7262	90,7161	10,1693	75,4623	11,8296	90,2706	10,0038	15,8158
861	15,2379	19,3653	39,4931	23,6271	27,734	9,9303	83,2713	71,642	84,6003	22,7413
862	2,7483	7,4331	94,1205	84,9466	19,7371	53,32	1,1189	97,9039	41,7756	69,7967
--
864	66,5324	2,7821	90,3353	11,9472	89,1103	52,582	22,2263	39,3507	73,2023	3,5937
865	71,7752	65,3276	85,1271	90,8844	69,025	77,4245	64,0395	50,055	49,2793	67,9237
866	64,0567	83,7981	98,832	46,4187	18,5357	73,9511	79,6741	25,7205	36,651	44,2001
867	72,8195	27,4422	87,6691	83,9945	36,559	8,6186	13,0119	20,9562	40,5511	50,2719
868	44,1798	14,538	35,1862	99,8291	93,9228	53,8999	21,264	51,0423	61,4412	15,2096
869	73,9507	3,4044	39,9479	59,9353	42,1841	30,0763	73,5026	62,6676	30,2711	65,4535

871	81,253	63,3817	28,9836	87,3868	67,4604	60,7787	85,2601	63,2306	32,8531	38,6176
872	8,1625	71,253	63,6826	77,0147	67,97	83,9215	75,5715	19,8195	72,5782	32,4602
873	2,0517	96,9342	39,8476	78,1468	86,981	95,8047	26,6368	5,1061	79,2324	93,8208
874	74,0253	15,8926	37,073	95,0458	85,3498	0,0998	89,3549	14,2009	77,5058	73,8173
875	97,1357	39,026	64,5414	28,6757	7,6267	71,4489	67,6415	42,7337	77,5171	80,2393
876	20,1595	39,7838	39,6827	43,8964	60,2037	11,365	87,6638	92,3955	76,719	75,7784
877	47,8127	44,5082	11,9864	92,0302	7,6996	5,0433	36,3422	98,6945	53,9162	76,1591
878	77,2788	68,39	62,2526	24,3109	61,3824	62,7145	65,0044	60,0242	88,9426	54,5816
879	66,7383	58,537	91,1706	24,9739	37,28	95,0941	61,7354	82,3821	36,0625	16,7184
880	46,4035	93,7672	16,4285	91,1589	4,2463	84,1717	4,4747	63,3849	54,3134	23,572
881	71,5521	25,4451	21,4236	50,0051	21,0495	83,9993	26,6444	27,5905	66,0073	0,3209
882	43,9856	41,9514	86,5346	91,5745	91,5681	81,1482	20,24	38,2797	64,3788	32,606
883	84,455	89,022	31,7387	31,6686	9,9878	78,8726	65,264	54,1046	2,9669	73,1975
884	85,3068	15,5162	76,4455	24,0543	27,838	88,8127	17,8203	74,833	87,0991	0,8603

886	35,2506	8,5234	9,5786	40,2113	23,4108	71,6871	74,1919	44,8131	67,9919	27,5649
887	34,3344	27,2324	84,3576	59,6122	71,5967	24,941	45,7594	2,0737	16,5588	40,9954
888	92,0954	93,6296	20,4201	96,5975	32,9985	88,2977	68,0166	11,9624	5,2197	51,7931
889	71,4254	74,4788	8,986	3,5753	67,5424	47,2703	62,1142	15,9502	81,869	61,5458
890	53,7835	51,3315	80,7616	11,8103	23,4724	85,1208	26,5956	85,9239	90,9808	54,0695
891	6,3803	30,9776	33,976	3,5652	5,5126	43,3375	9,4508	31,6412	60,9033	43,5978
892	82,2622	73,6013	90,5894	44,7353	21,6903	54,4841	37,3543	46,3179	56,4873	75,3676
893	53,0416	39,3943	45,6487	59,753	70,5087	59,3954	66,7955	77,2252	5,9531	42,9634
894	41,5845	56,5464	41,2537	51,9593	87,0223	30,6543	89,4387	18,6536	19,2401	34,033
895	54,4841	28,5878	5,6298	90,9107	97,2147	26,7779	77,5131	91,3411	77,9488	68,2136
896	83,7232	90,0156	77,0997	92,4063	96,3433	59,7996	82,5145	51,9247	47,7897	94,0239
897	85,9309	60,5849	94,4591	24,7277	25,5226	26,7327	22,2333	61,0772	58,234	16,4974
898	61,1184	61,9203	74,4506	73,7831	11,1193	27,0206	14,8422	15,3579	59,121	76,6757
899	33,6845	73,0807	71,9882	73,5399	8,756	32,1449	80,0945	10,1374	17,3158	65,1422

